DEPARTAMENTO;MUNICIPIO;LATITUD;LONGITUD;COD_CENTRO;CENTRO DE VACUNACIÓN;DIRECCIÓN;ENLACE WAZE;ENLACE GOOGLE MAPS;MODALIDAD;REQUISITOS;ENLACE REGISTRO;TIPO DE VACUNA Y DOSIS - GRUPO POBLACIONAL Y ACCESO;DÍAS DE ATENCIÓN;HORARIO;AFL_16102021;CV_16102021:;EP_16102021:;VR_16102021:;DA_16102021:;AFL_17102021;CV_17102021:;EP_17102021:;VR_17102021:;DA_17102021:;AFL_18102021;CV_18102021:;EP_18102021:;VR_18102021:;DA_18102021:;TDA
Sacatepequez;Antigua Guatemala;14.55247807;-90.7317682;134;Salon Antigua Guatemala;5 Calle Oriente No.5 Antigua Guatemala;0;https://www.google.es/maps/place/9+Calle+Oriente+5,+Antigua+Guatemala/@14.5522652,-90.7339569,17z/data=!3m1!4b1!4m5!3m4!1s0x85890e6d824f1b3d:0x218fd00a5adebd45!8m2!3d14.55226!4d-90.7317682?hl=es;A demanda ;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;8:00 -13:00;3.743333333;1500;949;1487;13;5.174615385;1300;859;1284;16;3.70775;4000;3030;3984;16;9934
Sacatepequez;Ciudad Vieja;14.52543408;-90.75700539;135;Escuela Municipal Zona 5 Ciudad Vieja Demanda;Zona 5 Ciudad Vieja;0;https://www.google.es/maps/place/Ciudad+vieja/@14.5779532,-90.7544937,17z/data=!3m1!4b1!4m5!3m4!1s0x85890dea9a153339:0x4ef6e7b2c133916e!8m2!3d14.577948!4d-90.752305?hl=es;A demanda ;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;8:00 -13:00;2.955263158;1900;1441;1887;13;3.957058824;1700;1201;1668;32;6.179583333;2400;1424;2382;18;9934
Sacatepequez;Jocotenango;14.5749522;-90.74155035;136;Salon Municipal Jocotenango;Plazuela Jocotenango;0;https://www.google.es/maps/place/Plazuela+de+Jocotenango,+Antigua+Guatemala/@14.5745213,-90.7436854,17z/data=!3m1!4b1!4m5!3m4!1s0x85890de50acf3f3f:0x664d03f90f3d4620!8m2!3d14.5747375!4d-90.7415487?hl=es;A demanda ;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;7:00 -13:00;5.104545455;1100;575;1082;18;3.957058824;1700;1145;1682;18;4.943666667;3000;2015;2982;18;9934
Sacatepequez;San Lucas Sacatepéquez;14.61074943;-90.65610054;137;Polideportivo San Lucas Sacatepequez Demanda;6Ta. Calle 4Ta. Avenida Zona 1 San Lucas Sacatepequez;0;https://www.google.es/maps/place/4+Avenida+%26+6a+Calle,+San+Lucas+Sacatep%C3%A9quez/@14.5745213,-90.7436854,17z/data=!4m5!3m4!1s0x85890ba05ff257c1:0x14d99bd89cc26e82!8m2!3d14.6096965!4d-90.6560104?hl=es;A demanda ;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;8:00 -13:00;3.743333333;1500;1021;1476;24;4.484666667;1500;954;1486;14;3.70775;4000;2928;3983;17;9934
Sacatepequez;Antigua Guatemala;14.55766035;-90.73328767;138;Consultorio IGSS Antigua Guatemala;IGSS antigua Guatemala, Guatemala;https://waze.com/ul?q=IGSS%20antigua%20Guatemala%20GT&navigate=yes;https://www.google.com/maps/dir//IGSS+antigua+Guatemala+H748%2BWP6+Antigua+Guatemala/@14.5572969,-90.7332233,16z/data=!4m5!4m4!1m0!1m2!1m1!1s0x85890fb5a033533b:0x69b907229ec5a65f;Registro previo / A demanda;Afiliación + DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;C:\Users\anton\Documents\UVG\Semestre VI\SIG & Geodesia\PROYECTO_FINAL\ETAPA DE PRUEBA\SVG\FINAL\37.svg;Lunes - Sabado;8:00 - 13:00;5.104545455;1100;508;1081;19;3.540526316;1900;1365;1879;21;3.70775;4000;3060;3986;14;9934
San Marcos;Ocós;14.62464668;-92.15546106;139;Finca El Álamo, Ocós;FINCA EL ALAMO S.A.,Los Limones, Ocós, Guatemala;https://waze.com/ul?q=FINCA%20EL%20ALAMO%20S.A.%20Los%20Limones%2C%20Oc%C3%B3s%20GT&navigate=yes;https://www.google.com/maps/dir//FINCA+EL+ALAMO+S.A.+JRCV%2B7VW+Los+Limones/@14.6207433,-92.1552894,13z/data=!4m5!4m4!1m0!1m2!1m1!1s0x858e3f920e8b8625:0x18560ba205ba1220;Registro previo / A demanda;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;C:\Users\anton\Documents\UVG\Semestre VI\SIG & Geodesia\PROYECTO_FINAL\ETAPA DE PRUEBA\SVG\FINAL\38.svg;Lunes - Sabado;8:00 - 13:00;3.896153846;1300;761;1289;11;4.676363636;1100;531;1083;17;3.065;4000;2956;3986;14;9934
San Marcos;Malacatán;14.9097286;-92.06087336;140;Hospital IGSS Malacatán;Instituto Guatemalteco de Seguridad Social, Malacatán, San Marcos, Guatemala;https://waze.com/ul?q=Instituto%20Guatemalteco%20de%20Seguridad%20Social%20Malacat%C3%A1n%2C%20San%20Marcos%20GT&navigate=yes;https://www.google.com/maps/dir//Instituto+Guatemalteco+de+Seguridad+Social+Malacat%C3%A1n/@14.9094072,-92.0608519,16z/data=!4m5!4m4!1m0!1m2!1m1!1s0x858e715c334154a9:0x96dd61520ced06ec;Registro previo / A demanda;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;C:\Users\anton\Documents\UVG\Semestre VI\SIG & Geodesia\PROYECTO_FINAL\ETAPA DE PRUEBA\SVG\FINAL\35.svg;Lunes - Sabado;8:00 - 13:00;2.665789474;1900;1463;1883;17;3.956923077;1300;751;1275;25;3.226315789;3800;2821;3784;16;9934
San Marcos;San Marcos;14.96702444;-91.79051056;141;"Instituto ""Adolfo V. Hall"" de Occidente";"Instituto ""Adolfo V. Hall"" de Occidente, San Marcos, Guatemala";https://waze.com/ul?q=Instituto%20%22Adolfo%20V.%20Hall%22%20de%20Occidente%20San%20Marcos%20GT&navigate=yes;https://www.google.com/maps/dir//Instituto+%22Adolfo+V.+Hall%22+de+Occidente,+San+Marcos+3ra.+Avenida+11.154+zona+1+San+Marcos+12001/@14.9666824,-91.7904891,16z/data=!4m5!4m4!1m0!1m2!1m1!1s0x858e811cd810c4c7:0xd5aecf3f11709bd4;Registro previo / A demanda;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;C:\Users\anton\Documents\UVG\Semestre VI\SIG & Geodesia\PROYECTO_FINAL\ETAPA DE PRUEBA\SVG\FINAL\35.svg;Lunes - Sabado;8:00 - 13:00;2.979411765;1700;1299;1684;16;3.025882353;1700;1264;1685;15;4.086666667;3000;2048;2973;27;9934
San Marcos;Ixchiguán;15.2143649;-91.9314765;142;UIA IGSS Ixchiguán;Unidad IGSS Ixchiguán, San Marcos, Guatemala;https://waze.com/ul?q=Unidad%20IGSS%20Ixchigu%C3%A1n%20San%20Marcos%20GT&navigate=yes;https://www.google.com/maps/dir//Unidad+IGSS+Ixchigu%C3%A1n+5379%2B4C9+Ixchigu%C3%A1n/@15.1626774,-91.9314765,9z/data=!4m8!4m7!1m0!1m5!1m1!1s0x858dd1ce65236901:0x8a2eee16a07e9e7f!2m2!1d-91.9314765!2d15.1626774;Registro previo / A demanda;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;C:\Users\anton\Documents\UVG\Semestre VI\SIG & Geodesia\PROYECTO_FINAL\ETAPA DE PRUEBA\SVG\FINAL\35.svg;Lunes - Sabado;8:00 - 13:00;3.896153846;1300;880;1282;18;3.025882353;1700;1201;1675;25;4.378571429;2800;1875;2783;17;9934
San Marcos ;Ayutla;14.68102593;-92.1320433;143;Centro De Salud Tecun Uman A Demanda;Casco Urbano Tecun Uman;0;https://www.google.es/maps/place/Escuela+Oficial+Urbana+Mixta+No.912+Tec%C3%BAn+Um%C3%A1n/@14.6865457,-90.4901854,17z/data=!3m1!4b1!4m5!3m4!1s0x8589998c67cc5b3f:0xec06684754205dce!8m2!3d14.6865457!4d-90.4879967?hl=es;A demanda ;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;9:00 -15:00;2.911333333;1500;1079;1481;19;4.814545455;1100;696;1086;14;4.904375;1600;532;1575;25;9934
San Marcos ;Catarina;14.85030943;-92.07774645;144;Instituto Mixto De Educacion Basica Imeb, Catarina;1Ra, Avenida 6Ta Calle Zona 1;0;https://www.google.es/maps/place/Catarina/@14.8511183,-92.0873166,15z/data=!3m1!4b1!4m9!1m2!2m1!1sCatarina+san+marcos,+Catarina+1RA,+AVENIDA+6TA+CALLE+ZONA+1!3m5!1s0x858e7219ff65e993:0xa9d050a961c9323b!8m2!3d14.849261!4d-92.0775512!15sCjtDYXRhcmluYSBzYW4gbWFyY29zLCBDYXRhcmluYSAxUkEsIEFWRU5JREEgNlRBIENBTExFIFpPTkEgMZIBCGxvY2FsaXR5?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;8:30 -15:30;3.97;1100;556;1084;16;2.787368421;1900;1313;1875;25;2.065;3800;2848;3775;25;9934
San Marcos ;Comitancillo;15.06731869;-91.7483562;145;Cap Comitancillo A Demanda;Casco Urbano Comitancillo;0;https://www.google.es/maps/place/Aldea+Tuichilupe,+Comitancillo,+San+Marcos,+Guatemala/@15.096739,-91.7586559,13z/data=!4m9!1m2!2m1!1ssan+marcos+CASCO+URBANO+COMITANCILLO!3m5!1s0x858c29b680028eb9:0x288be953bf7e4560!8m2!3d15.064173!4d-91.7484477!15sCiRzYW4gbWFyY29zIENBU0NPIFVSQkFOTyBDT01JVEFOQ0lMTE-SAQZzY2hvb2w?hl=es;A demanda ;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;9:00 -15:00;3.97;1100;589;1078;22;3.115294118;1700;1149;1677;23;2.307941176;3400;2368;3373;27;9934
San Marcos ;Concepción Tutuapa;14.96289826;-91.94004652;146;Polideportivo El Remate;Aldea El Remate, Centro De La Aldea;0;https://www.google.es/maps/place/Iglesia+Adventista+El+Porvenir/@14.9590042,-91.9451504,17z/data=!3m1!4b1!4m5!3m4!1s0x858e790c17cf14e1:0x31832fa219966eed!8m2!3d14.9589999!4d-91.9429635?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;8:00 -13:00;2.568823529;1700;1262;1688;12;3.530666667;1500;1073;1471;29;4.904375;1600;541;1584;16;9934
San Marcos ;El Quetzal;14.84660061;-91.78066689;147;Puesto De Salud Rancho Bojon;Aldea Rancho Bojon, El Quetzal;0;https://www.google.es/maps/place/Aldea+Rancho+Bojon+El+Quetzal+S.M/@14.9512199,-91.8237673,14.08z/data=!4m5!3m4!1s0x858e89c1e5555555:0x1884fe3924a6c16!8m2!3d14.8463621!4d-91.7806347?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;8:00 -15:00;3.359230769;1300;881;1278;22;3.530666667;1500;1065;1483;17;3.018076923;2600;1558;2583;17;9934
San Marcos;Tejutla;15.13350753;-91.81196597;148;UIA IGSS Tejutla;IGSS UIA TEJUTLA, San Marcos, Guatemala;https://waze.com/ul?q=IGSS%20UIA%20TEJUTLA%20San%20Marcos%20GT&navigate=yes;https://www.google.com/maps/dir//IGSS+UIA+TEJUTLA+5a+calle+Tejutla/@15.1205819,-91.8078461,11z/data=!4m5!4m4!1m0!1m2!1m1!1s0x858c2d75de670eb1:0xc37b9b1a96719f74;Registro previo / A demanda;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;C:\Users\anton\Documents\UVG\Semestre VI\SIG & Geodesia\PROYECTO_FINAL\ETAPA DE PRUEBA\SVG\FINAL\35.svg;Lunes - Sabado;8:00 - 13:00;4.604545455;1100;662;1076;24;2.707368421;1900;1397;1889;11;3.405555556;3600;2560;3577;23;9934
Santa Rosa;Barberena;14.5297412;-90.40729553;149;Cs Barberena /Rp;Km 55 Carretera Interamericana, Barberena Santa Rosa;0;https://www.google.es/maps/place/Pan-American+Highway,+Barberena/@14.3055438,-90.3639529,17z/data=!3m1!4b1!4m5!3m4!1s0x858daf7c911bdc51:0xdebc3c890cffc866!8m2!3d14.3055386!4d-90.3617642?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;8:00 -13:00;3.358421053;1900;1341;1886;14;5.598181818;1100;632;1081;19;3.354;4000;2953;3979;21;9934
Santa Rosa;Casillas;14.41840826;-90.24439896;150;Cs Casillas / D;Colonia Linda Vista, Casillas Santa Rosa. Aun Costado Del Estado Municipal De Casillas;0;https://www.google.es/maps/place/Linda+Vista/@14.4183565,-90.2465925,17z/data=!3m1!4b1!4m5!3m4!1s0x8589c993fff73b87:0x675ac5e035c6108d!8m2!3d14.4183513!4d-90.2444038?hl=es;A demanda ;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Domingo;8:00 -13:00;3.753529412;1700;1261;1684;16;4.736923077;1300;746;1278;22;3.194285714;4200;3128;4173;27;9934
Santa Rosa;Chiquimulilla;14.27208363;-90.28637927;151;Cunsaro Chiquimulilla;Cunsaro Colonia Vista Hermosa;0;https://www.google.es/maps/place/Centro+Universitario+De+Santa+Rosa+CUNSARO/@14.1740744,-90.4024224,12z/data=!4m13!1m6!3m5!1s0x85883543c958c057:0xb64776d8e069bdcb!2sCentro+Universitario+De+Santa+Rosa+CUNSARO!8m2!3d14.2656068!4d-90.2862396!3m5!1s0x85883543c958c057:0xb64776d8e069bdcb!8m2!3d14.2656068!4d-90.2862396!15sCh1DVU5TQVJPIENPTE9OSUEgVklTVEEgSEVSTU9TQZIBCnVuaXZlcnNpdHk?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;8:00 -13:00;3.753529412;1700;1256;1686;14;4.736923077;1300;787;1284;16;8.385;1600;515;1584;16;9934
Santa Rosa;Cuilapa;14.33963252;-90.30666021;152;Cs Cuilapa / D;Barrio El Centro;0;https://www.google.es/maps/place/Bella+Studio/@14.2004386,-89.696919,9z/data=!4m9!1m2!2m1!1sBarrio+El+Centro+santa+rosa!3m5!1s0x85884b76a039682b:0xcd3852138e9ea25d!8m2!3d14.277115!4d-90.3049838!15sChtCYXJyaW8gRWwgQ2VudHJvIHNhbnRhIHJvc2GSAQxiZWF1dHlfc2Fsb24?hl=es;A demanda ;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Domingo;8:00 -13:00;5.800909091;1100;680;1079;21;2.932380952;2100;1500;2077;23;3.354;4000;3085;3988;12;9934
Santa Rosa;Nueva Santa Rosa;14.39824873;-90.27045216;153;Cs Nueva Santa Rosa / D;Centro De Nueva Santa Rosa, A Un Costado Del Polideportivo;0;https://www.google.es/maps/place/Cancha+Polideportivo+Joya+San+Isidro/@14.2025487,-89.696919,9z/data=!4m5!3m4!1s0x8589c999c1c086c5:0xc6cf2ba1446db09c!8m2!3d14.3980409!4d-90.2704307?hl=es;A demanda ;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Domingo;8:00 -13:00;3.358421053;1900;1328;1878;22;3.241052632;1900;1484;1876;24;8.385;1600;579;1581;19;9934
Santa Rosa;Cuilapa;14.2807203;-90.30017404;154;Hospital de Cuilapa;Hospital Nacional de Cuilapa, 4a calle 1-51 zona 4 Cuilapa, Guatemala;https://waze.com/ul?q=Hospital%20Nacional%20de%20Cuilapa%204a%20calle%201-51%20zona%204%20Cuilapa%20GT&navigate=yes;https://www.google.com/maps/dir//Hospital+Nacional+de+Cuilapa+4a.+calle+1-51+zona+4,+Cuilapa/@14.2803148,-90.3001955,16z/data=!4m5!4m4!1m0!1m2!1m1!1s0x85884aaa1cd0d031:0xc1039fddc7607707;Registro previo / A demanda;Afiliación + DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;C:\Users\anton\Documents\UVG\Semestre VI\SIG & Geodesia\PROYECTO_FINAL\ETAPA DE PRUEBA\SVG\FINAL\35.svg;Lunes - Sabado;8:00 - 13:00;5.800909091;1100;515;1085;15;4.105333333;1500;1009;1480;20;3.194285714;4200;3156;4181;19;9934
Sololá;Concepción;14.8094408;-91.14847444;155;Centro De Salud Concepcion;Centro De Salud Concepcion;0;https://www.google.es/maps/place/Municipalidad+de+Concepci%C3%B3n,+Solol%C3%A1/@14.7479459,-91.4995017,11z/data=!4m9!1m2!2m1!1sCentro+De+Salud+Concepcion+solola!3m5!1s0x85894d5198f3b6cb:0x4e88683198ff2ed6!8m2!3d14.7843737!4d-91.1469701!15sCiFDZW50cm8gRGUgU2FsdWQgQ29uY2VwY2lvbiBzb2xvbGGSARdsb2NhbF9nb3Zlcm5tZW50X29mZmljZQ?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;8:00 -16:00;3.68;1300;768;1280;20;3.522;1500;994;1474;26;6.494375;1600;589;1576;24;9934
Sololá;Panajachel;14.80053132;-91.18372585;156;Centro De Salud Panajachel  ;Calle Principal Centro De Salud  ;0;https://www.google.es/maps/place/Centro+De+Salud/@14.745163,-91.1570098,17z/data=!3m1!4b1!4m5!3m4!1s0x85894bf4b6930b7f:0x3729260749297786!8m2!3d14.745163!4d-91.1548211?hl=es;A demanda ;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;8:00 -16:00;2.814117647;1700;1211;1685;15;3.107647059;1700;1260;1679;21;2.734473684;3800;2841;3788;12;9934
Sololá;San Andrés Semetabaj;14.74714252;-91.13459543;157;Puesto De Salud San Andres Semetabaj A Demanda;Puesto De Salud San Andres Semetabaj A Demanda;0;https://www.google.es/maps/place/PUESTO+DE+SALUD+SAN+ANDR%C3%89S+SEMETABAJ/@14.6431388,-90.7648721,10z/data=!4m5!3m4!1s0x858949d23ed172e9:0x9ab2e068c2f7f7e1!8m2!3d14.7469454!4d-91.1345847?hl=es;A demanda ;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;8:00 -16:00;3.68;1300;752;1287;13;3.107647059;1700;1116;1685;15;2.886388889;3600;2521;3579;21;9934
Sololá;San Juan La Laguna;14.69496654;-91.28791099;158;Cap San Juan La Laguna Edificio Casa Materna;Canton Tzanjay Centro De Atención Permanente Eficio Casa Materna;0;https://www.google.es/maps/place/Barrio+Tzanjay,+San+Andr%C3%A9s+Semetabaj/@14.7409135,-91.133693,17z/data=!4m8!1m2!2m1!1sCANTON+TZANJAY+CENTRO+DE+ATENCI%C3%93N+PERMANENTE+EFICIO+CASA+MATERNA!3m4!1s0x85894956de9a7657:0x69a55e8c11b6b540!8m2!3d14.7409135!4d-91.1315043?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;8:00 -16:00;2.517894737;1900;1424;1878;22;3.522;1500;1038;1484;16;3.2471875;3200;2197;3186;14;9934
Sololá;San Lucas Tolimán;14.63653094;-91.14227775;159;Cap San Lucas Toliman;3A Av. Y 3A Calle Zona 1 San Lucas Toliman, Canton La Cruz;0;https://www.google.es/maps/place/Solol%C3%A1/@14.7084511,-91.4294806,11z/data=!3m1!4b1!4m9!1m2!2m1!1ssolola+3A+AV.+Y+3A+CALLE+ZONA+1+SAN+LUCAS+TOLIMAN,+CANTON+LA+CRUZ!3m5!1s0x85894cf2a8af4075:0x5d8e127b8e330b1c!8m2!3d14.748523!4d-91.2891036!15sCkFzb2xvbGEgM0EgQVYuIFkgM0EgQ0FMTEUgWk9OQSAxIFNBTiBMVUNBUyBUT0xJTUFOLCBDQU5UT04gTEEgQ1JVWpIBFGFkbWluaXN0cmF0aXZlX2FyZWEx?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;8:00 -16:00;4.349090909;1100;629;1082;18;4.063846154;1300;875;1278;22;3.2471875;3200;2243;3182;18;9934
Suchitepequez;Chicacao;14.53350997;-91.50274513;160;Salon Municipal Chicacao ;3Era Calle 1-48 Zona 1 Barrio Flor Del Café.;0;https://www.google.es/maps/place/Suchitep%C3%A9quez/@14.375294,-91.6610455,10z/data=!3m1!4b1!4m9!1m2!2m1!1sSUCHITEPEQUEZ+3ERA+CALLE+1-48+ZONA+1+BARRIO+FLOR+DEL+CAF%C3%89.!3m5!1s0x85892c4c38a67de9:0xe5ee76e8a509c4ec!8m2!3d14.4215982!4d-91.4048249!15sCjtTVUNISVRFUEVRVUVaIDNFUkEgQ0FMTEUgMS00OCBaT05BIDEgQkFSUklPIEZMT1IgREVMIENBRsOJLpIBFGFkbWluaXN0cmF0aXZlX2FyZWEx?hl=es;A demanda ;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;8:00 -15:00;2.742631579;1900;1317;1886;14;3.909090909;1100;625;1081;19;3.5234375;3200;2238;3184;16;9934
Suchitepequez;Mazatenango;14.53131542;-91.50408437;161;Centro Cultural De Mazatenango;6Ta Av. Zona 1 Mazatenango, Suchitepequez;0;https://www.google.es/maps/search/6TA+AV.+ZONA+1+MAZATENANGO,+SUCHITEPEQUEZ/@14.5346004,-91.5073371,16z?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Domingo;8:00 -15:00;3.065294118;1700;1249;1684;16;2.263157895;1900;1499;1878;22;2.81875;4000;3070;3988;12;9934
Suchitepequez;Rio Bravo;14.39787523;-91.32155658;162;Salon Municipal Rio Bravo ;7A. Calle Y 2A Avenida Rio Bravo Such.;0;https://www.google.es/maps/place/Rio+Bravo/@14.3988625,-91.3261485,16z/data=!3m1!4b1!4m9!1m2!2m1!1s7A.+CALLE+Y+2A+AVENIDA+RIO+BRAVO+SUCH.!3m5!1s0x858ed1189023a04b:0xcc8190e3aa4b19ed!8m2!3d14.3973436!4d-91.3216182!15sCiY3QS4gQ0FMTEUgWSAyQSBBVkVOSURBIFJJTyBCUkFWTyBTVUNILpIBCGxvY2FsaXR5?hl=es;A demanda ;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;8:00 -15:00;3.474;1500;1076;1484;16;3.307692308;1300;724;1285;15;2.5625;4400;3452;4380;20;9934
Suchitepequez;San Antonio Suchitepéquez;14.54181807;-91.41695742;163;Salon Municipal San Antonio ;2 Calle Prolongacion San Antonio Suchitepequez;0;https://www.google.es/maps/place/San+Antonio+Suchitep%C3%A9quez/@14.5394918,-91.4240814,15z/data=!4m8!1m2!2m1!1s2+CALLE+PROLONGACION+SAN+ANTONIO+SUCHITEPEQUEZ!3m4!1s0x858ec4385e31d373:0x28618ecac8a5f38e!8m2!3d14.5408767!4d-91.4168974?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;8:00 -15:00;3.474;1500;968;1486;14;3.909090909;1100;592;1088;12;4.026785714;2800;1873;2780;20;9934
Suchitepequez;San Miguel Panán;14.52827571;-91.36742237;164;Salon De Honor De La Municipalidad De San Miguel Panam ;Calle Principal Zona 1 , Frente A La Policia Nacional Civil;0;https://www.google.es/maps/place/Zona+1,+Mazatenango/@14.5346004,-91.5073371,16z/data=!3m1!4b1!4m5!3m4!1s0x858ec26a5a0c7969:0x55f3499c1c843c29!8m2!3d14.5330652!4d-91.5027108?hl=es;A demanda ;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;8:00 -15:00;4.737272727;1100;601;1080;20;3.307692308;1300;860;1279;21;7.046875;1600;642;1590;10;9934
Suchitepéquez;Mazatenango;14.53719124;-91.50666656;165;Hospital de Mazatenango;Hospital Nacional de Mazatenango, 1a Avenida, Guatemala;https://waze.com/ul?q=Hospital%20Nacional%20de%20Mazatenango%201a%20Avenida%20GT&navigate=yes;https://www.google.com/maps/dir//Hospital+Nacional+de+Mazatenango+1a+Avenida+Mazatenango+10001/@14.5370441,-91.506643,16z/data=!4m5!4m4!1m0!1m2!1m1!1s0x858ec26cab2b5d53:0x2018fbd0da67dedd;Registro previo / A demanda;Afiliación + DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;C:\Users\anton\Documents\UVG\Semestre VI\SIG & Geodesia\PROYECTO_FINAL\ETAPA DE PRUEBA\SVG\FINAL\33.svg;Lunes - Sabado;8:00 - 13:00;0.758947368;1900;1442;1878;22;0.747647059;1700;1271;1682;18;0.5345;2000;1069;1980;20;9934
Totonicapán;Momostenango;15.06012914;-91.4901446;166;Centro Comunitario Aldea Pitzal;Aldea Pitzal Centro;0;https://www.google.es/maps/place/Paraje+Centro+Aldea+San+Antonio+Pasajoc,+Momostenango,+Totonicapan/@15.0209243,-91.5316728,14z/data=!4m9!1m2!2m1!1sAldea+Pitzal+Centro+totonicapan!3m5!1s0x858ea0042f9ae82d:0xa57af2b72780b8e2!8m2!3d15.0209243!4d-91.5141633!15sCh9BbGRlYSBQaXR6YWwgQ2VudHJvIHRvdG9uaWNhcGFukgENZ3JvY2VyeV9zdG9yZQ?hl=es;A demanda ;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;8:00 -14:00;4.941818182;1100;517;1083;17;3.35;1500;1003;1483;17;3.81475;4000;2964;3981;19;9934
Totonicapán;San Bartolo;15.11196091;-91.4737198;167;Puesto De Salud Tierra Blanca;Aldea Tierrablanca, San Bartolo Aguas Calienbtes;0;https://www.google.es/maps/place/San+Bartolo/@15.0829998,-91.4612346,16z/data=!3m1!4b1!4m5!3m4!1s0x858c1e8e8b114f1d:0x53f3084b6d14d531!8m2!3d15.084714!4d-91.454344?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Domingo;8:00 -14:00;2.861052632;1900;1441;1885;15;3.35;1500;1027;1479;21;4.238611111;3600;2543;3574;26;9934
Totonicapán;Totonicapán;14.91414241;-91.36660372;168;Centro De Recuperacion Nutricional / Anexo Centro De Salud;Final 17 Avenida, Zona 2.  Totonicapán,;0;https://www.google.es/maps/place/Gobernaci%C3%B3n+Departamental+de+Totonicap%C3%A1n/@14.9139299,-91.3687495,17z/data=!3m1!4b1!4m5!3m4!1s0x858ea5f57b92f3c9:0x7381851bfe5ef611!8m2!3d14.9139302!4d-91.3666093?hl=es;Registro previo;DPI + Registro;https://registrovacunacovid.mspas.gob.gt/mspas/login;0;Lunes - Viernes;8:00 -14:00;3.197647059;1700;1132;1683;17;4.568181818;1100;587;1084;16;3.633095238;4200;3126;4177;23;9934
